,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
7749,tr|A0A367X594|A0A367X594_9PROT,Cytoplasmic,0.0000,0.0208,0.9755,0.0010,0.0018,0.0008
7750,tr|A0A367X9X7|A0A367X9X7_9PROT,Cytoplasmic,0.0000,0.0125,0.9848,0.0004,0.0020,0.0003
7751,tr|A0A367YZ28|A0A367YZ28_9ACTN,Cytoplasmic,0.0000,0.0663,0.9249,0.0067,0.0015,0.0007
7752,tr|A0A368AR23|A0A368AR23_9PSED,Cytoplasmic,0.0000,0.0198,0.9795,0.0001,0.0002,0.0005
7753,tr|A0A368BX72|A0A368BX72_9GAMM,Cytoplasmic,0.0000,0.0039,0.9799,0.0007,0.0152,0.0003
7754,tr|A0A368JY11|A0A368JY11_9BACT,Cytoplasmic,0.0000,0.0031,0.9891,0.0022,0.0054,0.0002
7755,tr|A0A368L949|A0A368L949_9BURK,Cytoplasmic,0.0000,0.0059,0.9843,0.0063,0.0014,0.0021
7756,tr|A0A368LG70|A0A368LG70_9VIBR,Cytoplasmic,0.0000,0.0041,0.9869,0.0022,0.0055,0.0013
7757,tr|A0A368LK89|A0A368LK89_9VIBR,Cytoplasmic,0.0000,0.0005,0.9986,0.0003,0.0005,0.0001
7758,tr|A0A368NL05|A0A368NL05_9GAMM,Cytoplasmic,0.0000,0.0033,0.9933,0.0021,0.0008,0.0006
7759,tr|A0A368UU94|A0A368UU94_MARNT,Cytoplasmic,0.0002,0.0247,0.9555,0.0117,0.0060,0.0020
7760,tr|A0A368V1F5|A0A368V1F5_MARNT,Cytoplasmic,0.0000,0.0165,0.9381,0.0077,0.0100,0.0277
7761,tr|A0A368VB25|A0A368VB25_9BACT,Cytoplasmic,0.0001,0.0253,0.9577,0.0032,0.0130,0.0007
7762,tr|A0A368VKT1|A0A368VKT1_9BACL,Cytoplasmic,0.0000,0.0065,0.9701,0.0172,0.0056,0.0006
7763,tr|A0A368WA90|A0A368WA90_9FIRM,Cytoplasmic,0.0013,0.0266,0.9395,0.0051,0.0261,0.0015
7764,tr|A0A368X6R8|A0A368X6R8_9BURK,Cytoplasmic,0.0000,0.0248,0.9725,0.0005,0.0005,0.0017
7765,tr|A0A368XQD3|A0A368XQD3_9BURK,Cytoplasmic,0.0000,0.1355,0.7946,0.0630,0.0058,0.0011
7766,tr|A0A368Y0I5|A0A368Y0I5_9BURK,Cytoplasmic,0.0000,0.0329,0.9517,0.0017,0.0011,0.0126
7767,tr|A0A368Y0Q4|A0A368Y0Q4_9BURK,Cytoplasmic,0.0000,0.0403,0.9414,0.0167,0.0001,0.0016
7768,tr|A0A368Y307|A0A368Y307_9BURK,Cytoplasmic,0.0000,0.1039,0.8477,0.0278,0.0046,0.0160
7769,tr|A0A368Z0U1|A0A368Z0U1_9HYPH,Cytoplasmic,0.0000,0.0059,0.9765,0.0064,0.0059,0.0053
7770,tr|A0A368ZTT5|A0A368ZTT5_9GAMM,Cytoplasmic,0.0000,0.0035,0.9920,0.0011,0.0033,0.0001
7771,tr|A0A369AK55|A0A369AK55_9GAMM,Cytoplasmic,0.0000,0.0103,0.9848,0.0010,0.0037,0.0003
7772,tr|A0A369AL03|A0A369AL03_9BURK,Cytoplasmic,0.0000,0.0386,0.9596,0.0003,0.0003,0.0012
7773,tr|A0A369BAP2|A0A369BAP2_9BACL,Cytoplasmic,0.0036,0.0560,0.7568,0.1005,0.0748,0.0085
7774,tr|A0A369KFT0|A0A369KFT0_9BACL,Cytoplasmic,0.0000,0.0106,0.9827,0.0026,0.0026,0.0015
7775,tr|A0A369TDA4|A0A369TDA4_9PROT,Cytoplasmic,0.0000,0.0160,0.9671,0.0064,0.0066,0.0039
7776,tr|A0A369UP69|A0A369UP69_9GAMM,Cytoplasmic,0.0000,0.0134,0.9818,0.0007,0.0025,0.0015
7777,tr|A0A369VDL7|A0A369VDL7_9ACTN,Cytoplasmic,0.0000,0.0034,0.9951,0.0001,0.0013,0.0000
7778,tr|A0A369VKM6|A0A369VKM6_9BURK,Cytoplasmic,0.0000,0.0152,0.9818,0.0003,0.0013,0.0014
7779,tr|A0A369WQ76|A0A369WQ76_9GAMM,Cytoplasmic,0.0000,0.0120,0.9819,0.0003,0.0004,0.0054
7780,tr|A0A369ZA96|A0A369ZA96_AGGAP,Cytoplasmic,0.0000,0.0585,0.9144,0.0072,0.0195,0.0004
7781,tr|A0A370DA82|A0A370DA82_9GAMM,Cytoplasmic,0.0001,0.0628,0.9084,0.0023,0.0263,0.0001
7782,tr|A0A370DLW2|A0A370DLW2_9GAMM,Cytoplasmic,0.0001,0.0026,0.9756,0.0099,0.0091,0.0028
7783,tr|A0A370DR89|A0A370DR89_9GAMM,Cytoplasmic,0.0000,0.0426,0.9522,0.0007,0.0038,0.0006
7784,tr|A0A370DWV0|A0A370DWV0_9GAMM,Cytoplasmic,0.0000,0.0913,0.9053,0.0004,0.0027,0.0002
7785,tr|A0A370FV90|A0A370FV90_GLULI,Cytoplasmic,0.0001,0.0310,0.9553,0.0096,0.0033,0.0008
7786,tr|A0A370FY23|A0A370FY23_GLULI,Cytoplasmic,0.0000,0.0113,0.9791,0.0056,0.0029,0.0011
7787,tr|A0A370GGH3|A0A370GGH3_9NOCA,Cytoplasmic,0.0000,0.0029,0.9823,0.0028,0.0065,0.0054
7788,tr|A0A370GZ67|A0A370GZ67_9BACI,Cytoplasmic,0.0000,0.0049,0.9751,0.0077,0.0103,0.0020
7789,tr|A0A370H6T9|A0A370H6T9_9NOCA,Cytoplasmic,0.0000,0.0219,0.9606,0.0078,0.0081,0.0015
7790,tr|A0A370HQP1|A0A370HQP1_9NOCA,Cytoplasmic,0.0000,0.0107,0.9504,0.0347,0.0035,0.0008
7791,tr|A0A370HYU4|A0A370HYU4_9NOCA,Cytoplasmic,0.0001,0.0459,0.9453,0.0027,0.0029,0.0031
7792,tr|A0A370I986|A0A370I986_9NOCA,Cytoplasmic,0.0015,0.0806,0.8597,0.0409,0.0155,0.0019
7793,tr|A0A370IE25|A0A370IE25_9NOCA,Cytoplasmic,0.0000,0.0125,0.9784,0.0049,0.0022,0.0020
7794,tr|A0A370IF76|A0A370IF76_9NOCA,Cytoplasmic,0.0000,0.0228,0.9651,0.0031,0.0044,0.0045
7795,tr|A0A370K7M1|A0A370K7M1_9GAMM,Cytoplasmic,0.0000,0.0237,0.9715,0.0011,0.0029,0.0008
7796,tr|A0A370KF32|A0A370KF32_9HYPH,Cytoplasmic,0.0003,0.0912,0.8685,0.0230,0.0162,0.0009
7797,tr|A0A370KLC0|A0A370KLC0_9HYPH,Cytoplasmic,0.0000,0.0118,0.9768,0.0040,0.0051,0.0023
7798,tr|A0A370L5W9|A0A370L5W9_9HYPH,Cytoplasmic,0.0000,0.0547,0.9326,0.0041,0.0059,0.0027
7799,tr|A0A370LC86|A0A370LC86_9HYPH,Cytoplasmic,0.0000,0.0563,0.9104,0.0213,0.0095,0.0026
7800,tr|A0A370N3J8|A0A370N3J8_9BURK,Cytoplasmic,0.0000,0.0216,0.9602,0.0014,0.0143,0.0025
7801,tr|A0A370N664|A0A370N664_9BURK,Cytoplasmic,0.0000,0.0226,0.9729,0.0011,0.0007,0.0027
7802,tr|A0A370N7X8|A0A370N7X8_9BURK,Cytoplasmic,0.0001,0.0246,0.8386,0.1003,0.0226,0.0137
7803,tr|A0A370NAP3|A0A370NAP3_9BURK,Cytoplasmic,0.0000,0.0466,0.9182,0.0317,0.0030,0.0006
7804,tr|A0A370NMU7|A0A370NMU7_9BURK,Cytoplasmic,0.0000,0.0095,0.9818,0.0051,0.0015,0.0022
7805,tr|A0A370NN14|A0A370NN14_9BURK,Cytoplasmic,0.0003,0.0374,0.8227,0.1098,0.0275,0.0022
7806,tr|A0A370NN65|A0A370NN65_9BURK,Cytoplasmic,0.0003,0.0376,0.8147,0.1204,0.0247,0.0023
7807,tr|A0A370NYB0|A0A370NYB0_9BURK,Cytoplasmic,0.0000,0.0430,0.9552,0.0004,0.0007,0.0007
7808,tr|A0A370P0T4|A0A370P0T4_9BURK,Cytoplasmic,0.0001,0.0111,0.9430,0.0313,0.0122,0.0024
7809,tr|A0A370P249|A0A370P249_9BURK,Cytoplasmic,0.0001,0.0130,0.9601,0.0147,0.0108,0.0013
7810,tr|A0A370QQ83|A0A370QQ83_9GAMM,Cytoplasmic,0.0000,0.0116,0.9841,0.0004,0.0008,0.0032
7811,tr|A0A370S9B9|A0A370S9B9_PSEJE,Cytoplasmic,0.0000,0.0077,0.9852,0.0005,0.0009,0.0057
7812,tr|A0A370U5M3|A0A370U5M3_9GAMM,Cytoplasmic,0.0000,0.0239,0.9736,0.0007,0.0013,0.0004
7813,tr|A0A370U8J4|A0A370U8J4_9GAMM,Cytoplasmic,0.0000,0.0020,0.9939,0.0011,0.0028,0.0001
7814,tr|A0A370UBJ6|A0A370UBJ6_9GAMM,Cytoplasmic,0.0000,0.0051,0.9214,0.0543,0.0120,0.0071
7815,tr|A0A370UCP3|A0A370UCP3_9GAMM,Cytoplasmic,0.0000,0.0171,0.9743,0.0022,0.0048,0.0016
7816,tr|A0A370VKL6|A0A370VKL6_9ACTN,Cytoplasmic,0.0000,0.0205,0.9790,0.0001,0.0002,0.0001
7817,tr|A0A370WRU3|A0A370WRU3_9GAMM,Cytoplasmic,0.0000,0.0151,0.9787,0.0007,0.0041,0.0014
7818,tr|A0A370X6G5|A0A370X6G5_9GAMM,Cytoplasmic,0.0000,0.0145,0.9776,0.0008,0.0058,0.0012
7819,tr|A0A371BTE7|A0A371BTE7_9MICC,Cytoplasmic,0.0000,0.0124,0.9690,0.0078,0.0046,0.0062
7820,tr|A0A371IXF1|A0A371IXF1_9FIRM,Cytoplasmic,0.0000,0.0032,0.9474,0.0015,0.0478,0.0001
7821,tr|A0A371K694|A0A371K694_9GAMM,Cytoplasmic,0.0001,0.0173,0.9596,0.0048,0.0101,0.0082
7822,tr|A0A371P7J6|A0A371P7J6_9BACL,Cytoplasmic,0.0046,0.1210,0.6858,0.0661,0.1197,0.0028
7823,tr|A0A371PH40|A0A371PH40_9BACL,Cytoplasmic,0.0000,0.0026,0.9937,0.0023,0.0013,0.0001
7824,tr|A0A371PHX1|A0A371PHX1_9BACL,Cytoplasmic,0.0000,0.0039,0.9840,0.0087,0.0032,0.0002
7825,tr|A0A371Q0Z2|A0A371Q0Z2_STRIH,Cytoplasmic,0.0002,0.2865,0.6569,0.0364,0.0182,0.0018
7826,tr|A0A371QAA9|A0A371QAA9_STRIH,Cytoplasmic,0.0000,0.0340,0.9628,0.0006,0.0019,0.0008
7827,tr|A0A371WF81|A0A371WF81_9HYPH,Cytoplasmic,0.0000,0.0309,0.9600,0.0022,0.0042,0.0026
7828,tr|A0A371WWM3|A0A371WWM3_9HYPH,Cytoplasmic,0.0001,0.0041,0.9321,0.0172,0.0233,0.0232
7829,tr|A0A371WXI8|A0A371WXI8_9HYPH,Cytoplasmic,0.0000,0.0041,0.9854,0.0053,0.0019,0.0033
7830,tr|A0A371XLA6|A0A371XLA6_9ACTN,Cytoplasmic,0.0000,0.1837,0.8034,0.0073,0.0052,0.0004
7831,tr|A0A371Y168|A0A371Y168_9ACTN,Cytoplasmic,0.0001,0.0878,0.8813,0.0254,0.0038,0.0016
7832,tr|A0A371YJA2|A0A371YJA2_9GAMM,Cytoplasmic,0.0000,0.0012,0.9971,0.0005,0.0010,0.0002
7833,tr|A0A371YP17|A0A371YP17_9GAMM,Cytoplasmic,0.0001,0.0042,0.9553,0.0291,0.0111,0.0002
7834,tr|A0A371YVS1|A0A371YVS1_9GAMM,Cytoplasmic,0.0000,0.0029,0.9945,0.0003,0.0018,0.0004
7835,tr|A0A371YWE5|A0A371YWE5_9PROT,Cytoplasmic,0.0000,0.0046,0.9911,0.0015,0.0008,0.0020
7836,tr|A0A372BN48|A0A372BN48_9GAMM,Cytoplasmic,0.0001,0.0020,0.9925,0.0038,0.0014,0.0002
7837,tr|A0A372BT59|A0A372BT59_9GAMM,Cytoplasmic,0.0000,0.0025,0.9946,0.0008,0.0019,0.0002
7838,tr|A0A372EVS2|A0A372EVS2_9RHOB,Cytoplasmic,0.0000,0.0006,0.9975,0.0002,0.0005,0.0011
7839,tr|A0A372G9R7|A0A372G9R7_9ACTN,Cytoplasmic,0.0004,0.1405,0.8310,0.0191,0.0075,0.0016
7840,tr|A0A372GMZ6|A0A372GMZ6_9ACTN,Cytoplasmic,0.0000,0.0032,0.9836,0.0039,0.0073,0.0019
7841,tr|A0A372IJW8|A0A372IJW8_9BACT,Cytoplasmic,0.0000,0.0236,0.9612,0.0096,0.0036,0.0019
7842,tr|A0A372J4A3|A0A372J4A3_9ACTN,Cytoplasmic,0.0000,0.1501,0.8264,0.0223,0.0007,0.0005
7843,tr|A0A372JXV9|A0A372JXV9_9BURK,Cytoplasmic,0.0000,0.0048,0.9757,0.0148,0.0027,0.0020
7844,tr|A0A372JYS9|A0A372JYS9_9BURK,Cytoplasmic,0.0000,0.0151,0.9803,0.0009,0.0030,0.0006
7845,tr|A0A372JZI8|A0A372JZI8_9BURK,Cytoplasmic,0.0001,0.0821,0.8529,0.0558,0.0063,0.0027
7846,tr|A0A372K1J4|A0A372K1J4_9BURK,Cytoplasmic,0.0001,0.0291,0.9454,0.0036,0.0198,0.0020
7847,tr|A0A372K9S9|A0A372K9S9_9BURK,Cytoplasmic,0.0000,0.0050,0.8903,0.0850,0.0178,0.0018
7848,tr|A0A372KA50|A0A372KA50_9BURK,Cytoplasmic,0.0001,0.0265,0.9519,0.0127,0.0074,0.0015
7849,tr|A0A372KB68|A0A372KB68_9BURK,Cytoplasmic,0.0000,0.0087,0.9704,0.0019,0.0163,0.0026
7850,tr|A0A372KJE8|A0A372KJE8_9STRE,Cytoplasmic,0.0001,0.0661,0.9149,0.0116,0.0064,0.0009
7851,tr|A0A372NFE1|A0A372NFE1_9HYPH,Cytoplasmic,0.0000,0.0015,0.9973,0.0001,0.0002,0.0009
7852,tr|A0A372ZNE7|A0A372ZNE7_9ACTN,Cytoplasmic,0.0000,0.0133,0.9760,0.0020,0.0035,0.0052
7853,tr|A0A372ZP08|A0A372ZP08_9ACTN,Cytoplasmic,0.0000,0.0677,0.9306,0.0014,0.0003,0.0000
7854,tr|A0A372ZRX4|A0A372ZRX4_9ACTN,Cytoplasmic,0.0000,0.0023,0.9972,0.0002,0.0002,0.0002
7855,tr|A0A373B417|A0A373B417_9GAMM,Cytoplasmic,0.0001,0.0391,0.9326,0.0206,0.0045,0.0032
7856,tr|A0A373B8M3|A0A373B8M3_9GAMM,Cytoplasmic,0.0000,0.0007,0.9946,0.0003,0.0017,0.0027
7857,tr|A0A373BDH7|A0A373BDH7_9GAMM,Cytoplasmic,0.0000,0.0059,0.9674,0.0179,0.0087,0.0001
7858,tr|A0A373FJ50|A0A373FJ50_COMTE,Cytoplasmic,0.0000,0.0165,0.9808,0.0004,0.0006,0.0018
7859,tr|A0A373FQC6|A0A373FQC6_COMTE,Cytoplasmic,0.0000,0.0447,0.9319,0.0038,0.0052,0.0144
7860,tr|A0A373FQH4|A0A373FQH4_COMTE,Cytoplasmic,0.0000,0.0077,0.9442,0.0314,0.0091,0.0077
7861,tr|A0A373I4E4|A0A373I4E4_9FIRM,Cytoplasmic,0.0002,0.0951,0.8049,0.0805,0.0184,0.0009
7862,tr|A0A373LV61|A0A373LV61_9CLOT,Cytoplasmic,0.0001,0.0529,0.8864,0.0069,0.0523,0.0013
7863,tr|A0A373UTM9|A0A373UTM9_9FIRM,Cytoplasmic,0.0002,0.1628,0.7630,0.0047,0.0677,0.0016
7864,tr|A0A374AJ93|A0A374AJ93_9FIRM,Cytoplasmic,0.0000,0.0050,0.9809,0.0039,0.0092,0.0010
7865,tr|A0A374JW23|A0A374JW23_9FIRM,Cytoplasmic,0.0001,0.1087,0.6825,0.0019,0.1888,0.0180
7866,tr|A0A374NNE1|A0A374NNE1_9FIRM,Cytoplasmic,0.0002,0.0162,0.8136,0.0161,0.1521,0.0018
7867,tr|A0A374P870|A0A374P870_9FIRM,Cytoplasmic,0.0001,0.0188,0.9654,0.0034,0.0113,0.0009
7868,tr|A0A374UJJ1|A0A374UJJ1_9FIRM,Cytoplasmic,0.0001,0.0117,0.6961,0.0034,0.2851,0.0036
7869,tr|A0A374VW07|A0A374VW07_9FIRM,Cytoplasmic,0.0001,0.1300,0.8590,0.0041,0.0046,0.0021
7870,tr|A0A375ADD4|A0A375ADD4_9GAMM,Cytoplasmic,0.0001,0.0087,0.9225,0.0254,0.0390,0.0042
7871,tr|A0A375BQK6|A0A375BQK6_9BURK,Cytoplasmic,0.0000,0.0161,0.9672,0.0114,0.0016,0.0037
7872,tr|A0A375BRL2|A0A375BRL2_9BURK,Cytoplasmic,0.0000,0.0064,0.9836,0.0066,0.0014,0.0021
7873,tr|A0A375BU16|A0A375BU16_9BURK,Cytoplasmic,0.0000,0.0816,0.9147,0.0006,0.0002,0.0029
7874,tr|A0A375C002|A0A375C002_9BURK,Cytoplasmic,0.0000,0.0151,0.9732,0.0087,0.0015,0.0015
7875,tr|A0A375C7Z6|A0A375C7Z6_9BURK,Cytoplasmic,0.0000,0.0420,0.9563,0.0002,0.0005,0.0011
7876,tr|A0A375CAJ8|A0A375CAJ8_9BURK,Cytoplasmic,0.0000,0.0417,0.9563,0.0002,0.0007,0.0010
7877,tr|A0A375DD29|A0A375DD29_9BURK,Cytoplasmic,0.0000,0.0162,0.9752,0.0055,0.0010,0.0021
7878,tr|A0A375E6P0|A0A375E6P0_9BURK,Cytoplasmic,0.0000,0.0246,0.9737,0.0001,0.0004,0.0011
7879,tr|A0A375EUA1|A0A375EUA1_9BURK,Cytoplasmic,0.0000,0.0391,0.9592,0.0002,0.0005,0.0010
7880,tr|A0A375F8U7|A0A375F8U7_9BURK,Cytoplasmic,0.0000,0.0168,0.9742,0.0063,0.0009,0.0019
7881,tr|A0A375GPL4|A0A375GPL4_9BURK,Cytoplasmic,0.0000,0.0758,0.9218,0.0006,0.0001,0.0017
7882,tr|A0A375HB31|A0A375HB31_9BURK,Cytoplasmic,0.0000,0.0142,0.9782,0.0054,0.0009,0.0013
7883,tr|A0A375HSY1|A0A375HSY1_9BURK,Cytoplasmic,0.0000,0.0391,0.9592,0.0002,0.0005,0.0010
7884,tr|A0A375I5L7|A0A375I5L7_9ACTN,Cytoplasmic,0.0002,0.1695,0.8017,0.0192,0.0055,0.0039
7885,tr|A0A375I8D3|A0A375I8D3_9BURK,Cytoplasmic,0.0000,0.0236,0.9684,0.0058,0.0009,0.0013
7886,tr|A0A375IZ63|A0A375IZ63_9BURK,Cytoplasmic,0.0000,0.0227,0.9645,0.0065,0.0012,0.0051
7887,tr|A0A375J7N2|A0A375J7N2_9BURK,Cytoplasmic,0.0000,0.0434,0.9547,0.0002,0.0006,0.0011
7888,tr|A0A375YS21|A0A375YS21_MYCPF,Cytoplasmic,0.0002,0.0611,0.9272,0.0069,0.0038,0.0007
7889,tr|A0A376AGU0|A0A376AGU0_9HYPH,Cytoplasmic,0.0000,0.0005,0.9987,0.0001,0.0003,0.0005
7890,tr|A0A376AIT0|A0A376AIT0_9HYPH,Cytoplasmic,0.0000,0.0385,0.9499,0.0081,0.0022,0.0013
7891,tr|A0A376BKV0|A0A376BKV0_9NEIS,Cytoplasmic,0.0000,0.0005,0.9985,0.0001,0.0002,0.0008
7892,tr|A0A376FHG1|A0A376FHG1_ENTAS,Cytoplasmic,0.0000,0.0068,0.9883,0.0003,0.0003,0.0044
7893,tr|A0A377G753|A0A377G753_9GAMM,Cytoplasmic,0.0000,0.0011,0.9979,0.0005,0.0004,0.0002
7894,tr|A0A377GGP4|A0A377GGP4_9GAMM,Cytoplasmic,0.0000,0.0005,0.9984,0.0003,0.0006,0.0001
7895,tr|A0A377GPC8|A0A377GPC8_9GAMM,Cytoplasmic,0.0001,0.0455,0.9015,0.0325,0.0197,0.0008
7896,tr|A0A377GWN4|A0A377GWN4_9FUSO,Cytoplasmic,0.0000,0.0029,0.8957,0.0126,0.0887,0.0001
7897,tr|A0A377GXL9|A0A377GXL9_9FUSO,Cytoplasmic,0.0000,0.0030,0.5685,0.0010,0.4273,0.0002
7898,tr|A0A377HI85|A0A377HI85_GRIHO,Cytoplasmic,0.0000,0.0032,0.9943,0.0004,0.0002,0.0019
7899,tr|A0A377IWF0|A0A377IWF0_AVIPA,Cytoplasmic,0.0001,0.1405,0.7969,0.0464,0.0153,0.0009
7900,tr|A0A377J225|A0A377J225_9PAST,Cytoplasmic,0.0001,0.0500,0.9061,0.0163,0.0270,0.0005
7901,tr|A0A377NE48|A0A377NE48_9GAMM,Cytoplasmic,0.0000,0.0101,0.9775,0.0040,0.0019,0.0066
7902,tr|A0A377PED4|A0A377PED4_HAFAL,Cytoplasmic,0.0000,0.0053,0.9915,0.0002,0.0003,0.0027
7903,tr|A0A377PJM3|A0A377PJM3_HAFAL,Cytoplasmic,0.0000,0.0358,0.9513,0.0055,0.0070,0.0004
7904,tr|A0A377SUS2|A0A377SUS2_9NEIS,Cytoplasmic,0.0000,0.0101,0.9844,0.0002,0.0010,0.0043
7905,tr|A0A377TD06|A0A377TD06_9GAMM,Cytoplasmic,0.0001,0.0524,0.9224,0.0119,0.0125,0.0008
7906,tr|A0A377WBS5|A0A377WBS5_KLEPN,Cytoplasmic,0.0000,0.0395,0.9075,0.0425,0.0020,0.0084
7907,tr|A0A377WWK4|A0A377WWK4_KLEPN,Cytoplasmic,0.0000,0.0037,0.9924,0.0002,0.0003,0.0034
7908,tr|A0A377ZBC3|A0A377ZBC3_KLEPO,Cytoplasmic,0.0000,0.0240,0.9665,0.0060,0.0016,0.0019
7909,tr|A0A377ZR63|A0A377ZR63_KLEPN,Cytoplasmic,0.0000,0.0042,0.9698,0.0061,0.0007,0.0193
7910,tr|A0A378ASB9|A0A378ASB9_KLEPO,Cytoplasmic,0.0000,0.0053,0.9901,0.0003,0.0005,0.0038
7911,tr|A0A378B1K6|A0A378B1K6_KLEPO,Cytoplasmic,0.0000,0.0040,0.9725,0.0055,0.0006,0.0174
7912,tr|A0A378CFL4|A0A378CFL4_KLEPN,Cytoplasmic,0.0000,0.0052,0.9908,0.0003,0.0005,0.0032
7913,tr|A0A378F2J4|A0A378F2J4_KLEPN,Cytoplasmic,0.0000,0.0052,0.9672,0.0087,0.0009,0.0180
7914,tr|A0A378G252|A0A378G252_KLEPN,Cytoplasmic,0.0000,0.0833,0.7939,0.1133,0.0041,0.0052
7915,tr|A0A378I3E4|A0A378I3E4_9GAMM,Cytoplasmic,0.0000,0.0015,0.9959,0.0003,0.0020,0.0003
7916,tr|A0A378IML8|A0A378IML8_9GAMM,Cytoplasmic,0.0002,0.0362,0.9019,0.0461,0.0141,0.0014
7917,tr|A0A378IYB5|A0A378IYB5_9GAMM,Cytoplasmic,0.0000,0.0211,0.9465,0.0056,0.0073,0.0195
7918,tr|A0A378JBC7|A0A378JBC7_9GAMM,Cytoplasmic,0.0000,0.0256,0.9446,0.0050,0.0067,0.0181
7919,tr|A0A378JHM2|A0A378JHM2_9GAMM,Cytoplasmic,0.0002,0.0449,0.8857,0.0473,0.0209,0.0010
7920,tr|A0A378JW04|A0A378JW04_9GAMM,Cytoplasmic,0.0000,0.0012,0.9979,0.0001,0.0008,0.0001
7921,tr|A0A378LAP3|A0A378LAP3_9GAMM,Cytoplasmic,0.0001,0.0146,0.9464,0.0277,0.0103,0.0009
7922,tr|A0A378NBP1|A0A378NBP1_MANHA,Cytoplasmic,0.0000,0.0064,0.9775,0.0100,0.0054,0.0007
7923,tr|A0A378PHY0|A0A378PHY0_9GAMM,Cytoplasmic,0.0000,0.0069,0.9906,0.0004,0.0014,0.0006
7924,tr|A0A378PQT3|A0A378PQT3_MORBO,Cytoplasmic,0.0000,0.0020,0.9955,0.0002,0.0017,0.0006
7925,tr|A0A378Q7N8|A0A378Q7N8_MOROS,Cytoplasmic,0.0000,0.0023,0.9908,0.0051,0.0012,0.0006
7926,tr|A0A378QTM9|A0A378QTM9_9GAMM,Cytoplasmic,0.0000,0.0011,0.9967,0.0002,0.0015,0.0005
7927,tr|A0A378QXY8|A0A378QXY8_9GAMM,Cytoplasmic,0.0000,0.0010,0.9970,0.0002,0.0015,0.0003
7928,tr|A0A378T3M3|A0A378T3M3_9MYCO,Cytoplasmic,0.0000,0.0735,0.9079,0.0140,0.0043,0.0003
7929,tr|A0A378TDE7|A0A378TDE7_9MYCO,Cytoplasmic,0.0001,0.2453,0.7353,0.0152,0.0020,0.0021
7930,tr|A0A378TSX3|A0A378TSX3_MORLA,Cytoplasmic,0.0000,0.0011,0.9968,0.0002,0.0015,0.0003
7931,tr|A0A378UAA3|A0A378UAA3_MYCFO,Cytoplasmic,0.0000,0.1137,0.8262,0.0539,0.0058,0.0004
7932,tr|A0A378UEJ8|A0A378UEJ8_BERDE,Cytoplasmic,0.0000,0.0147,0.9818,0.0005,0.0007,0.0023
7933,tr|A0A378W7V6|A0A378W7V6_9MYCO,Cytoplasmic,0.0000,0.0054,0.9894,0.0034,0.0010,0.0009
7934,tr|A0A378X4V4|A0A378X4V4_9NOCA,Cytoplasmic,0.0000,0.0077,0.9620,0.0041,0.0190,0.0071
7935,tr|A0A378XY41|A0A378XY41_PAEPO,Cytoplasmic,0.0000,0.0076,0.9812,0.0049,0.0057,0.0006
7936,tr|A0A378Y3K3|A0A378Y3K3_PAEPO,Cytoplasmic,0.0001,0.0074,0.9768,0.0091,0.0064,0.0002
7937,tr|A0A378YEV8|A0A378YEV8_9BURK,Cytoplasmic,0.0000,0.0112,0.9794,0.0014,0.0062,0.0017
7938,tr|A0A378YIK0|A0A378YIK0_9BURK,Cytoplasmic,0.0000,0.0355,0.9361,0.0171,0.0013,0.0100
7939,tr|A0A378ZQ76|A0A378ZQ76_9HYPH,Cytoplasmic,0.0000,0.0071,0.9743,0.0085,0.0082,0.0020
7940,tr|A0A379A1I7|A0A379A1I7_9HYPH,Cytoplasmic,0.0000,0.0227,0.9717,0.0032,0.0019,0.0005
7941,tr|A0A379ASJ4|A0A379ASJ4_AVIAV,Cytoplasmic,0.0000,0.0844,0.8654,0.0400,0.0088,0.0013
7942,tr|A0A379AWK2|A0A379AWK2_AVIGA,Cytoplasmic,0.0001,0.1126,0.8559,0.0164,0.0142,0.0009
7943,tr|A0A379AXU4|A0A379AXU4_AVIGA,Cytoplasmic,0.0000,0.0086,0.9735,0.0037,0.0016,0.0125
7944,tr|A0A379B7Z7|A0A379B7Z7_9PAST,Cytoplasmic,0.0000,0.0016,0.9933,0.0008,0.0038,0.0004
7945,tr|A0A379CAT4|A0A379CAT4_9PAST,Cytoplasmic,0.0000,0.0035,0.7348,0.0050,0.2566,0.0001
7946,tr|A0A379DB99|A0A379DB99_9FIRM,Cytoplasmic,0.0001,0.0062,0.9267,0.0048,0.0618,0.0004
7947,tr|A0A379EWZ2|A0A379EWZ2_9PAST,Cytoplasmic,0.0000,0.0057,0.9921,0.0006,0.0013,0.0003
7948,tr|A0A379FML1|A0A379FML1_PRORE,Cytoplasmic,0.0000,0.0041,0.9896,0.0006,0.0033,0.0024
7949,tr|A0A379G0T4|A0A379G0T4_9GAMM,Cytoplasmic,0.0000,0.0057,0.9831,0.0005,0.0024,0.0083
7950,tr|A0A379IFS8|A0A379IFS8_PSEFL,Cytoplasmic,0.0000,0.0073,0.9900,0.0002,0.0002,0.0023
7951,tr|A0A379IYD7|A0A379IYD7_ECTME,Cytoplasmic,0.0000,0.0370,0.9587,0.0025,0.0003,0.0014
7952,tr|A0A379JJK1|A0A379JJK1_9NOCA,Cytoplasmic,0.0006,0.0970,0.8465,0.0516,0.0033,0.0010
